Heaters;Электр жылытқыштар;
Accessories for large household appliances;Үлкен тұрмыс техникасының керек-жарағы;
Cooktops;Ас пісіретін беттер;
Funnels;Ауа тартқыштар;
Ovens;Духовые шкафы;
Water coolers;Су құятын кулерлер;
Kitcheners;Асүй плиталары;
Freezers;Мұздатқыштар;
Steam Clothing Care System;Бу шкафтары;
Dishwashers;Ыдыс жуатын машиналар ;
Washers;Кір жуғыш машиналар;
Clothes dryers;Кір кептіретін машиналар;
Refrigerators;Тоңазытқыштар;
Accessories for small household appliances;Шағын тұрмыс техникасының керек-жарағы;
Embroidery machines;Кесте тігетін машиналар;
Knitting machines;Тоқыма машиналары;
Ironing presses;Гладильные прессы;
Ironing systems;Киім үтіктеу жүйелері;
Overlock machines;Оверлоки;
Garment steamers;Булағыштар;
Steam generators;Бу генераторлары;
Steam cleaners;Бумен тазалағыштар;
Vacuum cleaners;Шаңсорғыштар;
Robot vacuum cleaners;Робот шаңсорғыштар;
Ultrasonic washing devices;Ультрадыбысты кір жуатын құрылғылар;
Irons;Үтіктер;
Sewing machines;Тігін мәшинелер;
Window vacuums;Электр әйнек тазалағыштар;
Electric brooms and mops;Электр сыпыртқылар мен электр швабралар;
Accessories for small kitchen appliances;Асүй техникасының керек-жарағы;
Coffee machines and coffee makers;Кофемашиналар мен кофе қайнатқыштар;
Food processors and grinders;Асүй комбайндары мен еттартқыштар;
Mixers blenders and choppers;Миксерлер, блендерлер және майдалағыштар;
Multicooker and cooking equipment;Мультипісіргіштер мен ас пісіретін техника;
Table stoves;Үстел үстіне қойылатын пеш плиталар;
Stoves and grills;Пештер мен қақтағыштар;
Pumps for water;Су сорғылар;
Other kitchen appliances;Өзге де асүй техникасы;
Juicers;Шырын сығатын құрылғы;
Making desserts;Десерт жасауға арналған техника;
Toasters;Нан қыздырғыштар;
Kettles;Электр шәугімдер мен термопоттар;
Vending coffee machines;Кофе автоматтары;
Snack machines;Снек автоматтары;
Run bikes;Ранбайк;
Kids electric vehicles;Балалардың электр көліктері;
Ride-on toys;Секіргіш, тербеткіш, сүйреткіштер;
Sledding;Шаналар мен қарда сырғанағыштар;
Tricycle;Үш дөңгелекті велосипедтер;
Baby cereals;Балалардың ботқалары;
Baby juices;Балаларға арналған су, шырын, компот, балшырын;
Biscuit;Балаларға арналған піспенан, батон, қытырлақ нан;
Baby meals;Балалардың езбе тамағы;
Milk formula;Сүт қоспалары;
Child safety;Баланың қауіпсіздігіне арналған тауарлар;
Childrens room;Баланың бөлмесіне арналған заттар;
Gift sets for babies;Сәбилерге арналған сыйлық жинақтары;
Teethers and food feeders;Тіс жарғыштар;
Products for feeding;Балаға тамақ беруге арналған тауарлар;
Goods for mothers;Аналарға арналған тауарлар;
Care and hygiene;Сәби күтімі мен гигиенасы;
Baby swings and bouncers;Сәбилерге арналған шезлонг;
Kids playhouses and tents;Балалардың ойнайтын үйшіктері мен шатырлары;
Baby swing;Балаларға арналған үйге және далаға қоятын әткеншектер;
Kids sandboxes;Балаларға арналған құмсалғыштар мен сырғанақтар;
Play sets;Ойын кешендері;
Inflatable bouncers;Үрленетін кешендер мен батуттар;
Dry pool and accessories;Құрғақ бассейн, ойын манеждері мен шарлар;
Accessories for children transportura;Балалар көлігінің керек-жарағы;
Play mats for kids;Балалардың ойнайтын кілемшелері;
Kids science kits;Детские наборы для исследований;
Toy weapons and blasters;Ойыншық қару мен бластерлер;
Toy robots and transformers;Ойыншық роботтар мен трансформерлер;
Play vehicles;Ойыншық көліктер;
Bath toys;Балалардың шомылғанда ойнайтын ойыншықтары;
Stress relief toys;Антистресс ойыншықтар;
Outdoor games;Сыртта ойналатын ойындар;
Construction;Құрастырғыштар;
Dolls and accessories;Қуыршақтар мен олардың керек-жарағы;
Stuffed toys;Жұмсақ ойыншықтар;
Toy sets;Ойыншық жинақтары;
Inflatable toys;Үрленетін ойыншықтар;
Remote control toys;Пультпен басқарылатын ойыншықтар;
Educational toys;Дамытатын ойыншықтар;
Toy figures;Кейіпкерлердің мүсіншелері;
Car seats and accessories;Автокөлік және велосипедке қоятын креслолар, пойызға алатын манеждер;
Accessories for electric vehicles;Электромобильдің керек-жарағы;
Strollers and accessories;Бесік арбалар мен олардың керек-жарағы;
Baby carriers;Бала салып алып жүретін бесіктер, серуенге және бала ұйықтатуға арналған блоктар;
Ergobaby carriers and soft carriers;Сәбилерге арналған эргорюкзактар мен кенгуру;
Attractions for adults;Ересектерге арналған аттракциондар;
Amulets talismans and charms;Бойтұмар, тұмар, айна;
Ouija boards;Бал ашу мен спирит сеанстарға арналған тақтайлар;
Tarot cards;Таро карталары;
Metaphorical cards;Метафоралық ассоциатив карталар;
Bags caskets tablecloths for divination;Бал ашатын заттарға арналған қалта, қобди, төсеніштер;
Wind chimes;Жел сазы;
Sets for creating wish cards;Қалау картасын жасайтын жинақтар;
Natural stones and minerals;Табиғи тастар мен минералдар;
Ritual candles;Жоралғыға арналған майшамдар;
Runes;Руналар;
Board game accessories;Үстел ойындарының керек-жарағы;
Albums for storing cards;Карта сақтайтын альбомдар;
Dominoes;Домино;
Playing cards;Ойын карталары;
Dice;Ойын сүйектері;
Lotto;Лото;
Mosaics for children;Мозаика;
Poker sets;Покерге арналған жинақтар;
Magic kits;Фокус көрсететін жиынтықтар;
Backgammon sets;Нарды;
Board games;Үстел ойындары ;
Puzzles;Пазлдар;
Card protectors;Карта протекторлары;
Chess sport;Шахмат;
Checkers;Дойбы;
Business literature;Бизнес-әдебиет;
Kids books;Балалар әдебиеті;
Hobby books;Үй, ермек, хобби;
Magazines and newspapers;Газет-журналдар;
Arts books;Өнер, мәдениет;
Graphic novels;Комиксы и графическая литература;
Computer and tech books;Компьютер технологиялары;
Literature in foreign languages;Шет тілдеріндегі әдебиет;
Medical books;Медицина;
Science and education books;Ғылым мен білім;
Self-help literature;Психология тақырыбындағы әдебиет;
Dictionaries and encyclopedias;Сөздіктер, энциклопедиялар;
Schoolbooks and study guides;Оқулықтар мен оқу құралдары;
Fiction;Көркем әдебиет;
Digital books audiobooks and video courses;Цифрлық кітаптар мен аудиокітаптар;
Esoterics;Эзотерика;
Law literature;Заң тақырыбындағы әдебиет;
Vinyl records;Винил пластинкалар;
Musical instruments accessories;Музыка аспаптарының керек-жарағы;
Wind instruments;Духовые;
Keyboard instruments;Пернелі аспаптар;
Bowed string instruments;Ысқышты аспаптар;
Stringed instruments;Ішекті аспаптар;
Percussion instruments;Ұрмалы аспаптар;
Accessories for microscopes;Микроскоптардың керек-жарағы;
Telescope accessories;Телескоптардың керек-жарағы;
Microscopes;Микроскоптар;
Telescope mounts;Телескоптардың монтаж кілттері;
Collecting and modeling;Коллекция жинау және модельдеу;
Knitting goods;Тоқымаға арналған тауарлар;
Decoupage goods;Декупажға арналған тауарлар;
Modelling goods;Илеуге арналған тауарлар;
Painting goods;Сурет салуға арналған тауарлар;
Crafting goods;Қолөнерге арналған заттар;
Scrapbooking goods;Скрапбукингке арналған тауарлар;
Goods for sewing and embroidery;Іс тігу мен кесте тігуге арналған тауарлар;
Document forms;Бланкілер;
Flipchart pads;Флипчарт қағаздары;
Memo sheets;Жазба түртетін қағаздар,есімхаттар, бетбелгілер;
Drawing and copying paper;Сызба және көшірме жұмысына арналған қағаз;
Paper notebooks;Күнделік, қойын кітапша, скетчбуктер;
Calendars;Күнтізбелер;
Account books and journals;Есеп кітаптары, тіркеу журналдары, каталогтар;
Envelope mailers;Пошта конверттері мен пакеттері;
Colored paper and cardstock paper kits;Түрлі түсті қағаз бен қатырма қағаз жинақтары;
Office paper;Кеңсе қағазы;
Posters;Плакаттар;
Receipt paper;Касса аппараттары мен терминал орамалары;
Replaceable notebook;Дәптерлердің ауыстырылатын блоктары;
Exercise notebooks;Дәптерлер;
Office boards accessories;Тақталардың керек-жарағы;
Magnetic gliders;Магнит планерлер;
Flipcharts and office boards;Флипчарттар мен кеңсе тақталары;
Stationery pins;Кеңсе түйреуіштері;
Binder clips;Қағаз қыстырғыштар;
Push pins office tacks;Кеңсе батырмалары;
Magnifying glasses;Ұлғайтқыш шыны;
Office stationery sets;Кеңсеге қажет майда-шүйде заттар жиынтықтары;
Finger moistener;Саусақ сулағыштар;
Rubber bands;Кеңсе резеңкелері, бандероль буғыш, ақша қыстырғыштар ;
Paper clips;Кеңсе қағаз қыстырғыштары;
Hole punch accessories;Қағаз тескіштің керек-жарағы;
Torch accessories;Қағаз кескіштің керек-жарағы;
Badges and badge holders;Бейдждер мен ұстағыштар;
Flag holders;Жалау тұғырлары;
Dispensers for bookmarks and blocks;Бетбелгілер мен блоктар диспенсерлері;
Dispensers for adhesive tape;Жабысқақ таспа диспенсерлері;
Dispensers for paper clips;Қағаз қыстырғыш диспенсерлері;
Hole punches;Дыроколы;
Calculators;Калькуляторы;
Stationery pen knives;Кеңсе пышақтары мен жүздері;
Office scissors;Кеңсе қайшысы;
Glue;Канцелярский клей;
Self adhesive pockets;Өздігінен жабысатын қалталар;
Calculator Cartridge;Калькулятор картридждері;
Symbol cash registers;Құрама мөрлер мен мөртаңбалардың таңба жинақтары;
Stationery tape;Жабысқақ таспа, жабысқақ пластиналар;
Waste baskets;Қағаз себеттері;
Paper trays;Қағаз салғыштар;
Binder mechanisms;Қағаз тіккіш механизмдері;
Desk organizer sets;Үстел үстінде тұратын жинақтар;
Desk organizers for stationery;Үстел үстіне қоятын органайзер, тұғыр, стикер ұстағыштар ;
Office desk mats;Кеңсеге арналған үстел төсеніштері;
Office folders;Папкалар;
Book stands;Кітап тіреуіштер;
Dividers;Парақ ажыратқыштар;
Consumables for laminators;Ламинаторларға жұмсалатын материалдар;
Binding covers and combs;Түптеуге жұмсалатын материалдар;
Staples;Степлердің жақша темірі;
Bookbinding supplies;Мұрағатқа жіберу үшін түптеуге арналған станоктар мен материалдар;
Staplers and staple removers;Степлерлер мен антистеплерлер;
Cashboxes;Кассирдің жәшіктері мен қораптары;
Marker Accessories;Маркерлердің керек-жарағы;
Mechanical pencils;Механикалық қарындаштар;
Graphite pencils;Қара графит қарындаштар;
Correction materials;Мәтін түзету құралдары;
Pencil erasers;Өшіргіштер;
Writing markers;Маркерлер;
Writing implement kits;Наборы письменных принадлежностей;
Pens and pencils refills;Қалам-қарындаштардың жұмсалатын материалдары;
Pens;Қаламдар;
Pencil sharpeners;Қарындаш ұштағыштар;
Running machines;Баланс жасайтын машиналар;
Business card cutters;Есімхат кескіштер;
Roll clamps;Рулон қысқыштары;
Caimarez and tongs for stretching;Баннердің жиегін кесіп, керіп қыстыратын заттар;
Eyelets and nozzles;Тескіштердің люверстері мен ұштары;
Eyelet equipment;Люверс орнататын жабдықтар;
Corner cutter;Бұрыш кескіштер;
Roll stand;Рулон тұғырлары;
Raquel;Ракель;
Paper trimmers;Қағаз кескіштер;
Thermoforming equipment;Қыздырып бүктейтін жабдықтар;
Checkout accessories;Кассаның керек-жарағы;
Banner fabric;Баннер матасы;
Information desks;Есімхат салғыштар;
Advertising equipment;Көрме жабдықтары;
Blanks for plastic cards;Пластик карта бланкілері;
Business card holders and stands;Ақпараттық панель, холдер, деможүйе;
Information boards;Ақпараттық табло;
Lottery drums and donation boxes;Лототрон, дауыс беретін және садақа салатын қораптар;
Service and information stickers;Қызметтік-ақпараттық тақтайша, жапсырма, табло;
Collectors bags;Инкассатор дорбалары, тиын салатын дорбалар;
Accountants;Кафе, мейрамханалардың чек беретін ыдыстары;
Label guns;Затбелгі жабыстыратын пистолеттер мен олардың керек-жарағы;
Adhesive labels;Затбелгі, баға белгісі;
Wind sensors;Жел бағытын байқағыштар;
Drawing boards;Сызба сызатын тақтайлар;
Geographic maps and atlases;Географиялық карталар мен атластар;
Globes;Глобустар;
Student record books;Оқушылардың күнделігі;
Rulers;Сызғыштар;
Geometry rulers set;Сызба сызатын жинақтар;
Stretchable exercise notebook covers;Дәптерқаптар, кітапқаптар;
Pencil cases;Қалам сауыттар;
Counting materials;Есеп материалдары;
Protractors;Транспортирлер;
Triangular rulers;Үшбұрыштар;
Drawing tubes;Сызбалар салатын тубус;
Colored and foil paper;Түрлі түсті қағаз бен фольга;
Cardstock paper;Түрлі түсті және ақ қатырма қағаз;
Drafting compasses for geometry sets;Циркуль, готовальнялар;
Templates and stencils;Қалып, трафарет, лекало;
First class kit;Оқушылардың жинақтары;
Date stamps and numberer stamps;Датер, нумератор, есептеуіштер;
Essentials stamp bodies;Мөр мен мөртаңба жарақтары, қапшықтары;
Rubber stamps and company seals;Мөртаңбалар, мөрлер;
Stamp ink refill;Штемпель бояуы;
Ink Pads;Штемпель жастықтары;
Accessories for modding;Моддинг керек-жарағы;
Power supplies;Қуаттандыру блоктары;
Videocards;Видеокарталар;
Holders for video cards;Видеокарта ұстағыштар;
Hard drives;Хард дискілер мен қатты жинақтағыштар;
Sound cards;Дыбыс карталары;
Computer cases;Корпустар;
Fans and cooling;Кулер, салқындату жүйелері;
Motherboards;Аналық тақшалар;
RAM;Жедел жад карталары;
Optical drivers;Оптикалық жетектер;
CPUs;Процессорлар;
Grilles and filters for fans;Желдеткіштердің торлары мен сүзгілері;
Thermal paste;Теомоинтерфейс;
Monoblocks;Моноблоктар;
Nettops;Неттоптар;
Desktops;Жүйелік блоктар;
Laptop batteries;Ноутбук аккумуляторлары;
Laptop chargers;Ноутбуктардың қуат блоктары;
Laptop docking stations;Ноутбуктардың док-станциялары;
Plugs for connectors;Ажыратқыштардың бекіткіштері;
Laptop locks;Ноутбук құлыптары;
Keyboard protectors;Пернетақтаға қорғаныш төсемелер;
Laptop screen protectors;Ноутбук әйнегіне қорғаныш үлдірлер;
Keyboards for laptops;Ноутбуктерге арналған пернетақталар;
Cases for laptops;Ноутбук корпустары;
Coolers and cooling systems for laptops;Ноутбуктердің кулерлері, салқындату жүйелері;
Laptop matrices;Ноутбук матрицалары;
Notebooks;Ноутбуктер;
Laptop hinges;Ноутбук ілмектері;
Laptop stands;Ноутбук тұғырлары;
Laptop bags;Ноутбук салатын сөмкелер мен қапшықтар;
3D printers;3D-принтерлер;
IP phones;IP-телефондар;
Automatic feeders for printers and MFPs;Принтерлер мен КФҚ арналған автоматты қағаз бергіштер;
Accessories for 3D printers;3D-принтерлердің керек-жарағы;
Stitchers;Брошюра тігетін құрылғылар;
Bookletmakers;Буклетмейкерлер;
Document cameras;Документ-камералар;
Waste ink tanks;Қалдық сия жинайтын ыдыстар;
Cartridges;Картридждер;
Portable photo printers;Компактные фотопринтеры;
Laminators;Ламинаторлар;
Mini printers;Мини-принтерлер;
Refillable cartridges;Қайта толтырылатын картридждер;
Printheads;Баспа машинасының ұштары;
Filaments for 3D printing;3D-баспаға арналған пластик;
Printers for printing plastic cards;Пластик карта басып шығаратын принтерлер;
MF printers;Принтерлер мен КФҚ ;
Corded phones;Сымды телефондар;
Resetters;Программаторлар;
Cutting plotters;Кескіш плоттерлер;
Telephone call recording systems;Телефондағы әңгімені жазып алу жүйелері;
CISS;Үздіксіз сия беру жүйелері;
Scanners;Сканерлер;
Heat presses;Термопресс;
Printer toners;Принтерге арналған тонерлер;
Stencil machines;Трафарет жасайтын станоктар;
Shredders;Құжат турағыштар;
Faxes;Факс;
Formatters;Форматтерлер;
Drum units;Фотобарабандар;
Photopolymer resins for 3D printing;3D баспаға арналған фитополимер шайыр;
Fuser modules;Фьюзер модулдері;
Printer ink;Чернила для принтера;
USB Flash drives;USB Flash карталар;
UPS batteries;ҮҚК аккумуляторлары;
Hardware wallets;Аппарат әмияндары;
Power supplies for monitors;Мониторлардың қуат блоктары;
Webcams;Веб-камералар;
External boxes for drives;Жинақтағыштардың сыртқы қораптары;
Graphics tablets;Графикалық планшеттер;
Mouse cable holder;Тінтуір сымын ұстағыштар;
Holders for wires;Сым ұстағыштар;
Storage drive docking station;Жинақтағыштарға арналған док-станциялар;
UPS;ҮҚК мен тұрақтандырғыштар;
Card readers;Картридерлер;
Video capture cards;Видео алу карталары;
Memory cards;Жад карталары;
Keycaps for keyboards;Пернетақта кейкаптары;
Keyboards;Пернетақта;
Mouse pads;Тінтуір кілемшелері;
Computer cables and adapters;Компьютер сымдары мен жалғағыштары;
Mounts for monitors;Монитор бекіткіштер;
Microcomputers and accessories;Микрокомпьютерлер мен олардың керек-жарағы;
Monitors;Мониторлар;
Mice;Тінтуірлер;
Keyboard stickers;Клавиатура жапсырмалары;
Storage devices;Жинақтағыштар;
Mouse feet;Тінтуірдің сирақтары;
Optical media;Оптикалық тасымалдағыштар;
Graphics tablet gloves;Графикалық планшеттерге арналған қолғаптар;
Monitor stands;Монитор тұғырлары;
Wrist rests;Білек тірегіштер;
Fingerprint scanners;Саусақ таңбасы сканерлері;
Bags and mouse cases;Тінтіуір салатын сөмкелер мен кейстер;
Cases for discs;Диск кейстері;
Electronic translators;Электрон аудармашылар;
Accessories for styluses;Стилустардың керек-жарағы;
Tablet holders;Планшет ұстатқыштар;
Tablets;Планшеттер;
Styluses;Стилустар;
Tablet cases;Планшет қаптары;
Bluetooth adapters;Bluetooth адаптерлер;
Wireless equipment;Сымсыз жабдық;
Routers and switches;Коммутаторлар мен маршрутизаторлар;
Media converters;Медиаконвертерлер;
Gateways;Желіаралық бөгеттер;
Firewalls;Желіаралық экрандар;
Patch panels;Патч-панели;
Interface converters;Интерфейс түрлендіргіштер;
Server power supplies;Серверлердің қуат блоктары;
Server cabinets;Сервер шкафтары;
Servers;Серверлер;
Network cards;Желі карталары;
NAS;Желілік сақтағыштар;
Satellite Internet;Спутник интернет;
Transceivers;Трансиверлер;
Internet signal boosters;Интернет сигналын күшейткіштер;
Cellular signal boosters;Ұялы байланыс сигналын күшейткіш;
POS systems;POS-системы;
Accessories for POS systems;POS-жүйелердің керек-жарағы;
Barcode scanner accessories;Штрих-код сканерлерінің керек-жарағы;
Accessories for commercial scales;Сауда таразысының керек-жарағы;
Banknote detectors;Банкнота детекторлары;
Electronic cash registers;Касса аппараттары;
Receipt and label printers;Чек және затбелгі принтерлері;
Barcode scanners;Штрих-код сканерлері;
Banknote counters;Банкнота санағыштар;
Coin Counters;Тиын санағыштар;
Visitor counters;Келушілерді санағыштар;
Data collection terminals;Дерек жинау терминалдары;
Trade scales;Сауда таразысы;
Solarium accessories;Солярий керек-жарағы;
Atomizers;Автомайзерлер;
Makeup and skin care tools;Макияж жасағанда қарайтын айналар;
Organizers cosmetic bags;Органайзерлер, косметика салғыштар мен несессерлер;
Children makeup;Балаларға арналған макияж косметикасы;
Makeup brush sets and kits;Қылшақ, спонж, ұштағыштар;
Eyeliners;Көз жиегін бояйтын қарындаш;
Concealers and neutralizers;Корректор, консилер;
Foundation primers;Макияжға негіз және бекіткіш праймерлер;
Lipsticks;Далап, контур, жылтыратқыштар;
Powders;Опа;
Face blushes and bronzers;Еңлік, ніл, қоңыр ніл;
Eyeshadow;Қабақ бояуы;
Eyebrow kits;Көз бояу, қас бояу жиынтықтары;
Foundation;Тон негізі;
Mascaras;Тушь;
Hair removal wax;Депиляцияға арналған балауыз;
Wax warmers and paraffin baths;Балауыз еріткіштер мен парафин ванналары;
Waxing kits;Балауызбен депиляция жасауға арналған жинақтар;
Sugaring paste;Шугаринг пастасы;
Depilation products;Депиляция мен эпиляция жасауға арналған құралдар;
Nail drill machines;Маникюр және педикюр аппараттары;
Gel nail polish;Тырнаққа жағатын база, топ, гель-лак;
Nail vacuum cleaners;Ауа тартқыш, шаңсорғыштар;
Disinfection for manicure;Дезинфекция құралдары;
Nail design;Тырнақ дизайны;
Liquid nail polish remover;Тырнақ бояуын жағатын және кетіретін сұйықтар;
Manicure and pedicure tools;Маникюр мен педикюр жасайтын құрал-сайман;
Keratolics and cuticles;Керетолик, кутиклер;
Nail polish;Тырнақ бояйтын лактар;
Nail lamps;Тырнақ кептіретін лампалар;
Oils serums;Тырнаққа жағатын май, сарысу;
Consumables for manicure;Маникюр мен педикюрға жұмсалатын материалдар;
Nail extension system;Тырнақ жалға жүйелері;
Nail extension system;Тырнақ жалғау жүйелері;
Nail care sets;Аппараттық маникюр мен дезинфекцияға арналған бастапқы жинақ;
Sterilizers for manicure tools;Маникюр аспаптарын стерильдеу аппараттары;
Products for stamping;Стемпингке арналған тауарлар;
Hair Extension Materials;Шаш жалғауға арналған құралдар мен материалдар ;
Training dummies;Жаттығу манекендері;
Hair cutting shears;Ножницы парикмахерские;
Wigs and hairpieces;Парик, шиньон, канекалондар;
Hairdressing supplies;Шаштараз жабдықтары;
Dryers and climazones;Шаш кептіргіштер мен климазоналар;
Eyebrow tools and accessories;Құрал-саймандар мен керек-жарақ;
Eyebrow and eyelash lamination;Кірпік жалғау мен ламинаттауға арналған косметика;
Eyelash extension products;Жалғамалы кірпік;
Eyebrow Tinting Products;Қас пен кірпік бояуы;
Eyebrow pencils;Қас пен кірпік күтімі және макияжы;
Accessories for massagers;Массаж жасайтын құрылғылардың керек-жарағы;
Hydrotherapy massagers;Гидромассаж жасайтын құрылғылар;
Massage chairs;Массаж жасайтын орындықтар;
Massage mats and pillows;Массаж жасайтын құралдар, акупунктуралық массажерлер;
Mesoscooters;Механикалық массажерлер, роллер, ысқыштар;
Massage tables;Массаж жасайтын үстелдер;
Salon chairs and stools;Шаштараз жабдықтары;
Tool tables;Аспаптар қоятын шағын үстелдер;
Shaving heads and foils;Сақал қырғыштардың ұштары мен торлары;
Piercing Tools;Пирсинг жасайтын құрал-саймандар;
Facial cleansing devices;Шағын косметологиялық техника;
Hair clippers;Шаш қиятын машинкалар;
Body weight scales;Еденге қойылатын таразы;
Hair dryer attachments;Шаш кептіргіштің қыстырғыштары;
Nozzles and accessories for clippers;Шаш алатын машинкалардың керек-жарағы;
Hardware cosmetology;Аппараттық косметология жабдықтары;
Hair dryers;Шаш кептіргіштер;
Refrigerators for cosmetics;Косметика сақтайтын тоңазытқыштар;
Hair crimpers;Қысқыштар;
Hot hair rollers;Электр бигуди;
Shavers;Электр ұстаралар;
Epilators;Эпиляторлар;
Aromatherapy and essential oils;Май және эфир майлары;
Razors and blades;Сақал қырғыш, ұстра;
Mens shaving products;Қырынғанға дейін және одан кейін жағатын заттар;
Power sources for tattoo machines;Тату жасайтын машиналардың қуат көзі;
Permanent makeup pigments;Перманент макияж бояулары;
Consumables for permanent makeup;Перманент макияжға жұмсайтын материалдар;
Consumables for tattoo;Татуға жұмсалатын материалдар;
Tattoo machines;Тату жасайтын машиналар ;
Hair color products;Шаш бояуы;
Hair masks;Шашқа жағатын маска, бальзамдар;
Hair color developers;Бояу тотықтандырғыш;
Hair color additives;Шашқа рең беретін құралдар;
Hair brushes;Тарақ;
Scrubs and peels for hair;Құйқаға арналған скраб, пилинг құралдары;
Compositions for straightening;Шашты түзеп, қалпына келтіретін қоспалар;
Hair fixation sprays;Шаш бекітетін құралдар;
Hair care products;Шаш күтіміне арналған құралдар;
Dry hair shampoos;Құрғақ шампуньдер;
Men beard and mustache care;Сақал-мұртқа күтім жасау құралдары;
Hair shampoos;Шаш жуатын шампунь;
Cotton pads and stems;Мақта дөңгелектер мен таяқшалар;
Cosmetic tweezers;Косметология құрал-саймандары;
Creams;Кремдер мен сарысулар;
Facial masks;Бетке күтім жасайтын маскалар;
Patches;Патч;
Matting napkins;Макияж сүртетін, беттің майын кетіретін майлықтар;
Scrubs and peelings;Пилинг, скрабтар;
Makeup remover;Бет бояуын кетіретін құралдар;
Makeup removers;Бет жуатын, бет тазартатын құралдар;
Lip care products;Ерінге күтім жасау құралдары;
Lotions;Тоник, тонер, термал су;
Toothpaste;Тіс пастасы, гель, ұнтақтары;
Toothbrushes;Тіс щеткалары мен керек-жарағы;
Water flossers;Ирригаторлар;
Replacement toothbrush heads;Электр тіс щеткалары мен ирригаторлардың ауыспалы бастары;
Mouthwashes;Ауыз қуысын шайқайтын сұйықтар;
Teeth whitening kits;Тіс ағарту құралдары;
Toothbrush sterilizer;Тіс щеткаларын стерильдейтін құрылғылар;
Electric toothbrushes;Электр тіс щеткалары;
Bath products;Ваннаға салатын өнімдер;
Sanitary napkins;Гигиеналық төсемелер мен тампондар;
Deodorants;Дезодорант, антиперспирант;
Body creams;Денеге жағатын крем, май, сарысу;
Cosmetic paraffin;Косметикалық парафин;
Bath foam;Ваннаға салатын көбік, май;
Body scrubs;Денеге арналған скраб, пилинг;
Bath and shower gels;Душқа арналған құралдар;
Anti-cellulite products;Целлюлит пен терінің созылып кетуіне қарсы құралдар;
Skin care accessories;Массаж жасайтын ысқыш, жөке;
Bathroom furniture sets;Жуынатын бөлме жиынтықтары;
Wall hooks and hangers;Қабырғаға қағылатын ілмектер мен киім ілгіштер;
Sink cabinets;Қолжуғыштың астына қоятын тумбалар;
Bathroom wardrobes;Жуынатын бөлмеге қойылатын шкафтар;
Living room sets;Қонақ бөлме гарнитуралары;
Sofas;Дивандар мен жұмсақ жиһаз жинақтары;
Coffee tables;Журнал үстелдері;
Console table;Консоль үстелдері;
Armchairs;Креслолар;
Inflatable furniture;Үрленетін жиһаз;
Poufs;Пуф, банкетка, оттоманка;
Modular living rooms;Қонақ бөлме гарнитуралары;
TV stands;ТВ-тумбалар;
Sideboards and buffets;Сөре шкафтар;
Changing dressers;Балалардың комодтары;
Kids chairs and sofas;Балалардың диван, креслолары;
Cribs;Балалардың төсектері, манеж, бесіктер;
Mattresses;Балаларға арналған матрас, піллә;
Kids desks;Балаларға арналған үстел, парталар;
Childrens chairs and stools;Балалардың орындықтары;
Kids room sets;Балалар бөлмесіне арналған жинақтар;
Bar tables;Бар үстелдері;
Kitchen sets;Асүй гарнитуралары;
Kitchen countertops;Асүй үстелдерінің беті;
Kitchen corner seating;Асүй бұрыштары;
Kitchen cabinets;Асүй шкафтары мен корпустары;
Dining sets;Ас ішетін үстел-орындық жинақтары;
Dinner tables;Ас ішетін үстелдер;
Cutting table;Тамақ істейтін үстелдер;
Serving tables;Дастархан жасайтын үстелдер;
Kitchen chairs;Асүй орындықтары;
Office furniture sets;Кеңсе жиһазы жинақтары;
Desk chairs;Компьютер және кеңсе креслолары;
Computer desks;Компьютер үстелдері;
Office cabinets;Кеңсе тумбалары;
Writing desks;Жазу үстелдері;
Footrests;Аяқ қойғыштар;
Reception;Ресепшн үстелдері;
Bookcases;Стеллаждар;
Tribunes classic;Классикалық мінберлер;
Entrance hanging shelves;Кіреберіске қойылатын киімілгіш;
Hall wardrobes;Не добавлять товар;
Shoe cabinets;Аяқ киім қоятын тумбалар;
Hallway furniture sets;Кіреберіске қойылатын шкаф жинағы;
Shoe shelves;Аяқ киім қоятын этажеркалар;
Wall shelves;Қабырғаға ілінетін сөрелер;
Storage systems;Зат сақтау жүйелері;
Chests;Сандықтар;
Shelves;Әмбебап этажеркалар;
Bedroom dressers;Комодтар;
Beds;Төсектер;
Bedroom mattresses;Матрастар ;
Bedroom sets;Жатын бөлме гарнитурлары;
Dressing tables;Туалетные столики;
Nightstands;Төсек жанына қоятын тумбалар;
Wardrobes;Шкафтар;
Accessories for economy panels;Сауда панельдерінің керек-жарағы;
Hung trade;Сауда ілгіштері;
Checkout counters;Касса бокстары;
Distribution line for public catering;Тамақ тарату желілері;
Pallets;Паллеттер;
Fitting cabins;Киім киіп көретін кабиналар;
Indoor benches;Мекемелерге арналған отырғыштар;
Workshop racks;Қойма және сауда стеллаждары;
Rack perforated;Перфорацияланған тұғырлар;
Trade showcases;Сауда витриналары;
Trading baskets;Сауда себеттері;
Panels mesh;Сауда тор-панелдері;
Refrigerants;Суытатын агенттер ;
Metal cabinets;Металл шкафтар;
Econompanel;Экономпанель, кросспанель, перфопанелдер;
Bed canopies;Бесік төсектің тіреуіштері мен бағаналары;
Furniture components;Жиһаздың қосалқы жабдықтары;
Accessories for modular kitchens;Модуль асүйдің қосалқы бөлшектері;
Furniture weaving;Жиһаз тоқуға арналған материалдар;
Pendulum for baby cribs;Бесік тербегіштер;
